Amenity Type,Name,Latitude,Longitude,road,suburb,state_district,road_count,suburb_count,district_count,scaled_suburb,population
cafe,Greenr Cafe,28.5037101,77.1854284,100 Feet Road,Chattarpur,South Delhi,5,4,231,0.5405405405405406,5231
cafe,Starbucks,28.4508713,77.0976243,One Horizon Center Driveway,Sector 43,,2,6,0,0.8108108108108109,2000
cafe,#ashery,28.6342664,77.2180918,Radial Road 3,Connaught Place,,9,74,0,10.0,9010
cafe,L'Opéra,28.6090339,77.2296678,Pandara Road,Chanakya Puri Tehsil,,1,56,0,7.567567567567568,1007
cafe,Madison and Pike,28.4144192,77.0654842,Nirvana Central Avenue,Sector 50,,1,2,0,0.2702702702702703,1000
cafe,Coffee Spot,28.5671729,77.213153,Mahatma Gandhi Marg,South Extension,South East Delhi,24,10,189,1.3513513513513513,24190
cafe,Khopcha Cafe,28.5196007,77.2059641,Mehrauli Badarpur Road,,South Delhi,4,0,231,0.0,4231
cafe,Mustos Cafe,28.5611083,77.3653145,Dadri Road,,Gautam Buddha Nagar,4,0,70,0.0,4070
cafe,cafe,28.7136765,77.2164902,Banda Bahadur Marg,Mukherjee Nagar,North Delhi,7,6,47,0.8108108108108109,7047
cafe,Tea Point,28.4851387,77.1938132,Daffodil Lane,Satbari,South Delhi,1,2,231,0.2702702702702703,1231
cafe,Nor sure,28.5734854,77.1539497,Rao Tula Ram Marg,Delhi Cantonment,,2,55,0,7.4324324324324325,2007
cafe,Cafe Coffee Day,28.5551699,77.2424102,Lala Lajpat Rai Marg,Greater Kailash,South East Delhi,6,6,189,0.8108108108108109,6189
cafe,Pizza Grill,28.6774894,77.5008817,AKGEC Road,,Ghaziabad,1,0,46,0.0,1046
cafe,Travel Yoga Cafe,28.6357531,77.2205669,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
cafe,cafebluearch,28.8840779,76.616698,Delhi Road,Tilak Nagar,Rohtak,3,6,8,0.8108108108108109,3008
cafe,Amul,28.6113943,77.0363114,Azad Hind Fauj Marg,Nawada,South West Delhi,2,3,49,0.40540540540540543,2049
cafe,Manish Cafe,28.6296999,77.1797945,Professor Ram Nath Vij Marg,New Rajendra Nagar,West Delhi,3,8,67,1.0810810810810811,3068
cafe,"B,M,B misthan bhandaar",27.9694892,77.4922792,Hodal-Hassanpur Road,,Palwal,1,0,3,0.0,1003
cafe,Starbucks,28.600863,77.2270634,Prithviraj Lane,Chanakya Puri Tehsil,,2,56,0,7.567567567567568,2007
cafe,Cafe Coffee Day,28.6267988,77.2197099,Janpath,Connaught Place,,10,74,0,10.0,10010
cafe,Fit Food 27,28.5743011,77.3282234,Maharaja Agrasen Marg,Sector 18,Gautam Buddha Nagar,10,10,70,1.3513513513513513,10071
cafe,Blue Tokai Coffee Roasters,28.6301326,77.2199077,Outer Circle,Connaught Place,,28,74,0,10.0,28010
cafe,Cafe Coffee Day,28.4777464,77.0461429,Old Delhi Gurgaon Road,Sector 13,,3,1,0,0.13513513513513514,3000
cafe,Chaayos,28.6426064,77.2960959,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
cafe,Starbucks,28.550666,77.1217458,Abdul Gaffar Khan Marg,,,12,0,0,0.0,12000
cafe,Cafe Hut-K (KP Food),28.3398598,76.994122,Leopard Trail,,,7,0,0,0.0,7000
cafe,The Walkers,28.3399675,76.9941084,Leopard Trail,,,7,0,0,0.0,7000
cafe,Rathi Cafe Pandala,28.3395205,76.9941761,Leopard Trail,,,7,0,0,0.0,7000
cafe,Desi Thaat,28.3396097,76.9940994,Leopard Trail,,,7,0,0,0.0,7000
cafe,Happy Pie Cafe,28.3399886,76.9941737,Leopard Trail,,,7,0,0,0.0,7000
cafe,Trip Mechanic Cafe,28.3424122,76.9958703,Leopard Trail,,,7,0,0,0.0,7000
cafe,Throttle Shrottle Cafe,28.3425704,76.9958656,Leopard Trail,,,7,0,0,0.0,7000
cafe,Cravity café,28.5531797,77.2081125,Aurobindo Marg,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
cafe,Cafe Coffee Day,28.6339819,77.2185238,,Connaught Place,,0,74,0,10.0,10
cafe,Aggarwal Sweets,28.5460399,77.3065386,Amrapali Marg,Shaheen Bagh,South East Delhi,2,3,189,0.40540540540540543,2189
cafe,Chai Cafe,28.5566241,77.2929293,Abul Fazal Road,Jamia Nagar,South East Delhi,1,2,189,0.2702702702702703,1189
cafe,cafe house,28.5519931,77.2988937,Aurangzeb Road,Shaheen Bagh,South East Delhi,1,3,189,0.40540540540540543,1189
cafe,Guftagu Cafe,28.4852731,77.0948027,Sikandarpur Underpass,Sector 25,,1,6,0,0.8108108108108109,1000
cafe,Cafe Coffee Day,28.6180076,77.279524,Dadri Road,Mayur Vihar,East Delhi,4,10,61,1.3513513513513513,4062
cafe,Starbucks,28.5284196,77.2191512,Pandit Trilok Chandra Sharma Marg,,South Delhi,10,0,231,0.0,10231
cafe,Café Turtle,28.5903723,77.2524954,Jaipur Estate,,South East Delhi,2,0,189,0.0,2189
cafe,Cafe Masti,28.7187719,77.0655675,Sector 23 Road,Rohini,North West Delhi,3,31,27,4.1891891891891895,3031
cafe,Chaayos Cafe,28.3910366,77.0302333,Golf Course Extension Road,Sector 71,,8,4,0,0.5405405405405406,8000
cafe,Bloom Café & Cakery,28.5998699,77.2263436,Khan Market,Chanakya Puri Tehsil,,7,56,0,7.567567567567568,7007
cafe,Bean Sahab Cafe,28.5177362,77.1999325,Lane Number 3,,South Delhi,6,0,231,0.0,6231
cafe,Cafe-Tesu,28.528251,77.2165615,Pandit Trilok Chandra Sharma Marg,,South Delhi,10,0,231,0.0,10231
cafe,Cafe Delhi Heights,28.6002371,77.2274371,Subramaniyam Bharti Marg,Chanakya Puri Tehsil,,2,56,0,7.567567567567568,2007
cafe,Oval Bean Café,28.5543007,77.1945825,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
cafe,Costa,28.4197953,77.0382615,Sohna Road,Sector 48,,9,1,0,0.13513513513513514,9000
cafe,Jojoo Coffee Club,28.7277654,77.7615169,Delhi Road,,Hapur,3,0,4,0.0,3004
cafe,Suchali's,28.5572099,77.1640827,Munirka Marg,Delhi Cantonment,,12,55,0,7.4324324324324325,12007
cafe,Costa,28.5518221,77.1225864,Mahipalpur Flyover,,,4,0,0,0.0,4000
cafe,Cafe High Octane,28.4973861,77.3942487,Noida-Greater Noida Expressway,,Gautam Buddha Nagar,13,0,70,0.0,13070
cafe,Alma cafe & bakery,28.5007264,77.4093833,,,Gautam Buddha Nagar,0,0,70,0.0,70
cafe,Alma cafe & bakery,28.5332657,77.376704,,,Gautam Buddha Nagar,0,0,70,0.0,70
cafe,Chaayos,28.5585835,77.1640835,Munirka Marg,Delhi Cantonment,,12,55,0,7.4324324324324325,12007
cafe,Oval Bean Cafe,28.6331479,77.2196843,Rajiv Chowk,Connaught Place,,6,74,0,10.0,6010
cafe,BAR OF BURGER,28.715803,77.1147537,HL Parwana Road,Rohini,North West Delhi,3,31,27,4.1891891891891895,3031
cafe,Love Green Dot Café,28.5364419,77.2110697,Brahma Kumari Marg,Malviya Nagar,South Delhi,5,26,231,3.5135135135135136,5234
cafe,Café Coffee Day,28.0177606,77.3353879,NH44,,Palwal,2,0,3,0.0,2003
cafe,The Coffee Bean & Tea Leaf,28.5549147,77.0827495,Mahipalpur Flyover,,,4,0,0,0.0,4000
cafe,Lakshya sweets,29.3165622,76.3350104,D.A.V road,,Jind,3,0,4,0.0,3004
cafe,Aggarwal sweets,29.3167672,76.3350132,D.A.V road,,Jind,3,0,4,0.0,3004
cafe,chai sutta bar,29.3172772,76.3350811,D.A.V road,,Jind,3,0,4,0.0,3004
cafe,Cafe t Area,28.3862489,77.3539225,Ashray Bhavan Road,,Faridabad,5,0,20,0.0,5020
cafe,HOT BLACK CAFE,28.3864805,77.3526367,Ashray Bhavan Road,,Faridabad,5,0,20,0.0,5020
cafe,Momo Magic Cafe,28.3862678,77.3537401,Ashray Bhavan Road,,Faridabad,5,0,20,0.0,5020
cafe,Dark Brown World Street,28.3866117,77.3531769,Ashray Bhavan Road,,Faridabad,5,0,20,0.0,5020
cafe,laidback cafe,28.5231651,77.2132041,Saket Road,Saket,South Delhi,8,25,231,3.3783783783783785,8234
cafe,laidback cafe,28.5275543,77.2172592,Birla Vidya Niketan Marg,Saket,South Delhi,5,25,231,3.3783783783783785,5234
cafe,cafe 1,27.8670099,78.089764,Aligarh Bypass,,Aligarh,2,0,7,0.0,2007
cafe,cafeyeria,27.8688425,78.0900397,Aligarh Bypass,,Aligarh,2,0,7,0.0,2007
cafe,Cafe Sixty 9,28.3944744,77.0318037,Golf Course Extension Road,Sector 72,,8,2,0,0.2702702702702703,8000
cafe,DCafe,28.3947196,77.0316524,Golf Course Extension Road,Sector 71,,8,4,0,0.5405405405405406,8000
cafe,Barista Dinner,28.3826187,77.052527,Sohna Road,Badshahpur,,9,3,0,0.40540540540540543,9000
cafe,Chaayos,28.3836064,77.0524458,Sohna Road,Badshahpur,,9,3,0,0.40540540540540543,9000
cafe,Nature's Peace,28.5518205,77.3186856,Okhla Bird Sanctuary Road,Sector 18,Gautam Buddha Nagar,1,10,70,1.3513513513513513,1071
cafe,Blue Tokai,28.5997174,77.2261777,Khan Market,Chanakya Puri Tehsil,,7,56,0,7.567567567567568,7007
cafe,The Big Chill,28.5997717,77.2261395,Khan Market,Chanakya Puri Tehsil,,7,56,0,7.567567567567568,7007
cafe,The Highbrooks Cafe,28.5509244,77.2342399,S. Swaran Singh Bhandari Marg,,South East Delhi,1,0,189,0.0,1189
cafe,Chai Thela,28.6370542,77.2863366,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
cafe,Chai Chulha,28.6310806,77.2781194,Vikas Marg,Vir Savarkar Block,East Delhi,25,5,61,0.6756756756756757,25061
cafe,Cafe Coffee Day,28.633884,77.2184716,,Connaught Place,,0,74,0,10.0,10
cafe,Zahra Restaurant,28.5623329,77.288547,Okhla Road,Jamia Nagar,South East Delhi,1,2,189,0.2702702702702703,1189
cafe,Tibetan food stop,28.5485756,77.1672137,Nelson Mandela Marg,,,14,0,0,0.0,14000
cafe,godavari cafe,28.5450618,77.1665492,JNU Ring Road,,South Delhi,2,0,231,0.0,2231
cafe,sabarmati dhaba,28.5451565,77.1638562,JNU Ring Road,,South Delhi,2,0,231,0.0,2231
cafe,24×7 cafe,28.5451985,77.1634213,Nelson Mandela Marg,Vasant Kunj,,14,14,0,1.891891891891892,14001
cafe,mugal darbar,28.5428694,77.1600819,Nelson Mandela Marg,Vasant Kunj,,14,14,0,1.891891891891892,14001
cafe,paratha wala,28.5335432,77.1692029,Aruna Asaf Ali Marg,Mehrauli,South Delhi,2,9,231,1.2162162162162162,2232
cafe,Café Crew Brew,28.6995996,77.20803,Banda Bahadur Marg,Hakikat Nagar,North Delhi,7,1,47,0.13513513513513514,7047
cafe,Eat Out,28.9878371,77.7270528,CCS University Road,,Meerut,6,0,31,0.0,6031
cafe,Chai Sang Tafri,28.9683913,77.7368508,CCS University Road,,Meerut,6,0,31,0.0,6031
cafe,Blue Tokai,28.5614291,77.2688987,Maulana Mohamed Ali Jauhar Marg,Sarai Jullena,South East Delhi,4,3,189,0.40540540540540543,4189
cafe,Third Wave,28.542225,77.253804,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
cafe,Nothing Before Coffee,28.5422268,77.2537368,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
cafe,Chaayos,28.5575108,77.0833809,Terminal 2B Road,,,1,0,0,0.0,1000
cafe,Starbucks,28.6452103,77.1954815,Pusa Road,Karol Bagh Tehsil,Central Delhi,2,12,99,1.6216216216216217,2100
cafe,Jugmug,28.6534474,77.2399354,Netaji Subhash Marg,Old Delhi,Central Delhi,3,26,99,3.5135135135135136,3102
cafe,Dr's Cafe,28.7368357,77.111193,Doctor KN Katju Marg,Rohini,North Delhi,6,31,47,4.1891891891891895,6051
cafe,Barista,28.632997,77.2190193,Radial Road 3,Connaught Place,,9,74,0,10.0,9010
cafe,Lettuce Berry Cafe,28.9989442,77.7006049,Chapel Street,,Meerut,2,0,31,0.0,2031
cafe,Pizza Workshop,28.6796719,77.3181678,HANSARAJ  PUBLIC SCHOOL ROAD,Dilshad Garden,Shahdara,1,3,20,0.40540540540540543,1020
cafe,Shree Shyam Confectionery,28.7363285,77.1119272,Doctor KN Katju Marg,Rohini,North Delhi,6,31,47,4.1891891891891895,6051
cafe,Yadav Tea Stall,28.9925376,77.7279067,Nagla Battu Road,,Meerut,3,0,31,0.0,3031
cafe,"Blue Tokai (coffee , pastries, wifi)",28.6310504,77.2219404,Outer Circle,Connaught Place,,28,74,0,10.0,28010
cafe,Kaffee Stories,28.4310172,77.0620616,N Block Entrance,Sector 51,,1,2,0,0.2702702702702703,1000
cafe,Café Brownie (coffee),28.645817,77.2154412,Arakashan Road,Basti Ara Kashan,Central Delhi,2,2,99,0.2702702702702703,2099
cafe,Chai 24/7,28.6347571,77.2184665,Outer Circle,Connaught Place,,28,74,0,10.0,28010
cafe,Café Bamboo Oasis,28.5941514,77.2609769,Mahatma Gandhi Marg,,South East Delhi,24,0,189,0.0,24189
cafe,Costa,28.4397212,77.0402096,Shubhash Chowk Underpass,Sector 38,,2,1,0,0.13513513513513514,2000
cafe,Super Chai,28.549955,77.2338047,Hans Raj Gupta Marg,,South East Delhi,4,0,189,0.0,4189
cafe,Delicious Juice,28.9639242,77.728698,Nai Sadak,,Meerut,5,0,31,0.0,5031
cafe,sky cafe,28.8266559,77.566395,Meerut Road,,Ghaziabad,1,0,46,0.0,1046
cafe,DUNKIN,28.6879166,77.2921832,Loni Road,,Shahdara,4,0,20,0.0,4020
cafe,Cheap food places,28.5650318,77.122799,Uber Ola pickup road,Delhi Cantonment,,1,55,0,7.4324324324324325,1007
cafe,Chai Suta Bar,28.8043913,76.1343089,Court Road,,Bhiwani,1,0,4,0.0,1004
cafe,The Untold Cafe,28.8049445,76.1327671,NH148B;709A,,Bhiwani,1,0,4,0.0,1004
cafe,NEW CAFE KING,28.689147,77.3010766,Flyover,Shahdara,Shahdara,2,2,20,0.2702702702702703,2020
cafe,Crew Brew,28.39838,77.299076,KC Road,New Industrial Township,Faridabad,1,1,20,0.13513513513513514,1020
cafe,nescafe,28.5016903,77.2862171,Mehrauli Badarpur Road,,South East Delhi,4,0,189,0.0,4189
cafe,Chai Point,28.736113,77.2961789,Delhi-Sahranpur-Dehradun Expressway,Tronica City,Ghaziabad,1,1,46,0.13513513513513514,1046
cafe,caffine chronicles,28.4999846,77.2916442,Sharma Market Road,,South East Delhi,1,0,189,0.0,1189
cafe,cafe,28.6037944,77.0498332,sdmc primary school road,Dwarka,South West Delhi,1,3,49,0.40540540540540543,1049
cafe,Rajni Tea Stall,28.9686381,77.7356534,CCS University Road,,Meerut,6,0,31,0.0,6031
cafe,Coffee Break,28.5908601,77.2563801,Mahatma Gandhi Marg,,South East Delhi,24,0,189,0.0,24189
cafe,Global Tea Cafe,29.0070517,77.7445137,Mawana Road,,Meerut,4,0,31,0.0,4031
cafe,Starbucks,29.0076368,77.7459496,Mawana Road,,Meerut,4,0,31,0.0,4031
cafe,Eden,29.007728,77.7461199,Mawana Road,,Meerut,4,0,31,0.0,4031
cafe,Machandra Snacks,28.6867006,77.2085817,Chhatra Marg,Civil Lines Tehsil,Central Delhi,12,20,99,2.7027027027027026,12101
cafe,Chai Cube,29.005917,77.743825,Mawana Road,,Meerut,4,0,31,0.0,4031
cafe,London Brew Coffee Shop,28.9988986,77.7005125,Chapel Street,,Meerut,2,0,31,0.0,2031
cafe,Xero Degrees,28.6328859,77.2227714,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
cafe,Starbucks,28.6789667,77.2079898,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
cafe,benta cafe,28.6787588,77.2079536,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
cafe,Barista,28.6482157,77.2001362,Link Road,Karol Bagh Tehsil,Central Delhi,1,12,99,1.6216216216216217,1100
cafe,Cafe Coffee Day,28.6798041,77.2082169,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
cafe,Love Bite Cafe,28.588688,77.1691745,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Igniter Cafe,28.588414,77.1686436,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Café 69,28.5886031,77.1689683,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Ricos,28.5885827,77.1690539,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Awarapan Cafe,28.5884966,77.1688106,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Pandit Ji Partha Hut,28.5881876,77.1682611,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Immortal Gaming Cafe,28.5879768,77.1688142,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Cafe Mitro,28.5878444,77.1675983,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Bottle House,28.5878311,77.1675464,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,The Bowton House Café,28.5877303,77.1672874,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,The Big House Café,28.588064,77.1679012,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Rustic Cafe,28.5880537,77.1679015,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Pandit Ji Tea Stall,28.5876277,77.1686816,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Mum Café and Bakery,28.5877898,77.1684033,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Nerds Of Comedy,28.5880515,77.1682334,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Sistas,28.5880081,77.1677761,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Pipeline pizzeria,28.5879971,77.1677583,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,The Chai Latte,28.5882442,77.168369,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Goyal Tea Junction,28.5875478,77.1686825,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Cafe Unbound,28.5875721,77.1685498,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Tirupati Bhawan,28.6333646,77.2226483,Connaught Lane,Chanakya Puri Tehsil,,6,56,0,7.567567567567568,6007
cafe,Alfa,28.5875537,77.1686987,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
cafe,Free of Gluten,28.5870102,77.1704721,Mahatma Gandhi Marg,Delhi Cantonment,,24,55,0,7.4324324324324325,24007
cafe,Ricos,28.6789186,77.2079772,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
cafe,Gitesh Dedha House,28.739708,77.2187078,Doctor KB Hedgewar Marg,Civil Lines Tehsil,Central Delhi,9,20,99,2.7027027027027026,9101
cafe,Sabharwal Tea Stall,28.5931893,77.1645815,NH48,Dhaula Kuan,,3,3,0,0.40540540540540543,3000
cafe,Nescafe,28.5446409,77.1916272,IIT Delhi Main Road,Hauz Khas,South Delhi,7,51,231,6.891891891891892,7237
cafe,Parichai,28.6308108,77.2774683,Vikas Marg,Vir Savarkar Block,East Delhi,25,5,61,0.6756756756756757,25061
cafe,Third Wave Coffee,28.4509594,77.0815414,August Kranti Marg,IFFCO Chowk,,7,27,0,3.6486486486486487,7003
cafe,Chaayos,28.4529086,77.082331,C1331,Sector 43,,3,6,0,0.8108108108108109,3000
cafe,AMUL PARLOUR,28.5952984,77.0184997,Road 205,,South West Delhi,8,0,49,0.0,8049
cafe,Del Bite,28.6440611,77.2014836,,Karol Bagh Tehsil,Central Delhi,0,12,99,1.6216216216216217,100
cafe,Astro Bakers,28.5372482,77.2487079,Kali Mandir Marg,Chittaranjan Park,South East Delhi,2,7,189,0.945945945945946,2189
cafe,Cosmoc Cafe,28.6434883,77.2982775,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
cafe,Snocker Cafe,28.6435024,77.2982982,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
cafe,Dada & Bodi Tandoori Tea Stall,28.5397499,77.2487881,,Chittaranjan Park,South East Delhi,0,7,189,0.945945945945946,189
cafe,Starbucks,28.7020151,77.1171282,Outer Ring Road,Pitampura,North West Delhi,10,6,27,0.8108108108108109,10027
cafe,ATAL SEVA KENDRA NAMUNDA,29.2410642,76.9445588,,,Panipat,0,0,2,0.0,2
cafe,Roslyn Coffee,28.7147527,77.1162173,HL Parwana Road,Rohini,North West Delhi,3,31,27,4.1891891891891895,3031
cafe,Nescafe,28.4511165,77.2867045,Surajkund Road,Greenfield,Faridabad,3,1,20,0.13513513513513514,3020
cafe,Yakuza Cafe,28.5536162,77.1943009,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
cafe,The Tea Room Cakery,28.5549056,77.1951137,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
cafe,Cafe Pink,28.5548412,77.1941455,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
cafe,Cafe Pink,28.55488,77.1944159,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
cafe,Sukhchai,28.5591964,77.1969236,Chaudhary Harsukh Marg,Hauz Khas,South Delhi,4,51,231,6.891891891891892,4237
cafe,Shellbeacon Cafe,28.554533,77.1947655,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
cafe,Barista,28.5958144,77.0366009,Road 201,Dwarka,South West Delhi,2,3,49,0.40540540540540543,2049
cafe,The Atrium,28.596264,77.0362265,Road 201,Dwarka,South West Delhi,2,3,49,0.40540540540540543,2049
cafe,Flavours - All Time Snacks,28.460619,77.0791424,,IFFCO Chowk,,0,27,0,3.6486486486486487,3
cafe,Ninis Snacks,28.460578,77.0791392,,IFFCO Chowk,,0,27,0,3.6486486486486487,3
cafe,Chaiorama,28.6329547,77.2821179,Pandit Bakshi Ram Sharma Marg,Shakarpur,East Delhi,2,3,61,0.40540540540540543,2061
cafe,Higher Ground,28.6949217,77.2144347,Mahatma Gandhi Marg,Civil Lines Tehsil,Central Delhi,24,20,99,2.7027027027027026,24101
cafe,cvsv,28.6610786,77.2273116,Shyama Prasad Mukherji Marg,Old Delhi,Central Delhi,1,26,99,3.5135135135135136,1102
cafe,Tea Crow Metry Cafe,28.6929457,77.2088688,GTB Marg,Civil Lines Tehsil,Central Delhi,4,20,99,2.7027027027027026,4101
cafe,The Garden Restaurant,28.6188178,77.178503,Vande Mataram Marg,Chanakya Puri Tehsil,,1,56,0,7.567567567567568,1007
cafe,Cafe Buddy's Espresso,28.3921369,77.0593102,Kadarpur Road,Sector 65,,7,7,0,0.945945945945946,7000
cafe,QuQu,28.392218,77.0591745,Kadarpur Road,Sector 65,,7,7,0,0.945945945945946,7000
cafe,The waffle CO.,28.3923074,77.0589606,Kadarpur Road,Sector 65,,7,7,0,0.945945945945946,7000
cafe,Chaayos,28.3918971,77.0591729,,,,0,0,0,0.0,0
cafe,Costa,28.3918675,77.059135,Kadarpur Road,Sector 65,,7,7,0,0.945945945945946,7000
cafe,Blue Tokai Coffee Roasters,28.3920477,77.0593057,Kadarpur Road,Sector 65,,7,7,0,0.945945945945946,7000
cafe,Home-Style Cafe,28.8959696,76.6011471,Sonipat Road,Tau Colony,Rohtak,2,2,8,0.2702702702702703,2008
cafe,JP Tea Stall,28.6851224,77.2089432,Sudhir Bose Marg,Civil Lines Tehsil,Central Delhi,3,20,99,2.7027027027027026,3101
cafe,Third Wave Coffee,28.5573403,77.2403969,Lala Lajpat Rai Marg,Greater Kailash,South East Delhi,6,6,189,0.8108108108108109,6189
fast_food,Darbar,28.4528666,77.0406221,Delhi-Gurugram Expressway,Sector 15-II,,21,9,0,1.2162162162162162,21001
fast_food,McDonald's,28.5574267,77.1635699,Munirka Marg,Delhi Cantonment,,12,55,0,7.4324324324324325,12007
fast_food,Bikanervala,28.4689302,77.0638804,Leisure Valley Road,IFFCO Chowk,,17,27,0,3.6486486486486487,17003
fast_food,Domino's,28.4113681,77.0432317,Sohna Road,Sector 49,,9,5,0,0.6756756756756757,9000
fast_food,Nirula's,28.4106834,77.0431666,Sohna Road,Sector 49,,9,5,0,0.6756756756756757,9000
fast_food,Domino's,28.6457998,77.1722681,Patel Road,Patel Nagar,West Delhi,5,12,67,1.6216216216216217,5068
fast_food,Om Sweets,28.4529218,77.050279,Delhi-Gurugram Expressway,Sector 15-II,,21,9,0,1.2162162162162162,21001
fast_food,Food Court,28.4939209,77.0932012,DLF Cybercity footpath,Sector 25A,,4,7,0,0.945945945945946,4000
fast_food,McDonald's,28.5500151,77.2511173,Nehru Place Road,Nehru Place,South East Delhi,10,13,189,1.7567567567567568,10190
fast_food,Subway,28.5500689,77.2510928,Nehru Place Road,Nehru Place,South East Delhi,10,13,189,1.7567567567567568,10190
fast_food,Ashok Namkeen & Sweets,28.5362363,77.2118694,Hetraj Batra Marg,Malviya Nagar,South Delhi,1,26,231,3.5135135135135136,1234
fast_food,South Indian Fast Food,28.5349439,77.2127469,Late Shri Bansi Lal Varma Marg,Malviya Nagar,South Delhi,3,26,231,3.5135135135135136,3234
